,Track Name,Artist,Streams,Genre
36,1400 / 999 Freestyle,Trippie Redd,18277639,"['trap', 'melodic rap', 'rap']"
37,16 Lines,Lil Peep,833376,"['lgbtq+ hip hop', 'emo rap']"
38,16 Shots,VIC MENSA,650377,"['conscious hip hop', 'chicago rap', 'hip hop', 'rap', 'underground hip hop', 'pop rap']"
39,1942 (feat. Yo Gotti & YBN Nahmir),G-Eazy,31694576,"['indie pop rap', 'hip hop', 'rap', 'oakland hip hop', 'pop rap']"
40,1950,King Princess,95139270,"['indie poptimism', 'alt z', 'electropop', 'pop', 'dance pop', 'indie pop', 'post-teen pop', 'nyc pop']"
41,1985 - Intro to “The Fall Off”,J. Cole,28189429,"['rap', 'conscious hip hop', 'north carolina hip hop', 'hip hop']"
42,1999,Charli XCX,32852205,"['metropopolis', 'candy pop', 'electropop', 'hyperpop', 'pop', 'dance pop', 'uk pop', 'art pop', 'post-teen pop']"
43,1x1 (feat. Nova Twins),Bring Me The Horizon,848159,"['metalcore', 'melodic metalcore', 'rock', 'uk metalcore']"
44,2 Much,Justin Bieber,16734880,"['post-teen pop', 'canadian pop', 'pop']"
45,2/Catorce,Rauw Alejandro,42259267,"['trap latino', 'puerto rican pop']"
46,200,Future,521819,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
47,200 Mph,Bad Bunny,1621635,"['trap latino', 'reggaeton', 'latin']"
48,200 km/h,Apache 207,37380673,['german hip hop']
49,2000 Miles - 2007 Remaster,Pretenders,7704080,"['heartland rock', 'rock', 'new wave', 'new wave pop', 'art rock', 'permanent wave', 'soft rock', 'classic rock', 'mellow gold', 'pop rock']"
50,2002,Anne-Marie,646948543,"['pop dance', 'pop', 'dance pop', 'tropical house', 'uk pop', 'post-teen pop']"
51,2002,Sido,14196728,['german hip hop']
52,2009,Mac Miller,1879443,"['pittsburgh rap', 'rap', 'hip hop']"
53,2012,Bausa,2262452,"['german hip hop', 'german pop']"
54,2055,Sleepy Hallow,813365,"['nyc rap', 'brooklyn drill']"
55,21,Polo G,59422668,['chicago rap']
56,22 settembre,Ultimo,721029,"['italian adult pop', 'italian pop']"
57,223's (feat. 9lokknine),YNW Melly,157668159,"['trap', 'melodic rap']"
58,24 (feat. Lil Baby),Money Man,43037603,"['southern hip hop', 'memphis hip hop', 'rap', 'trap', 'atl trap']"
59,24 Hours,Shawn Mendes,1290495,"['pop', 'dance pop', 'canadian pop', 'viral pop', 'post-teen pop']"
60,24 Stunden,Samra,694225,['german hip hop']
61,24K Magic,Bruno Mars,314140940,"['post-teen pop', 'pop', 'dance pop']"
62,25/8,Bad Bunny,29651859,"['trap latino', 'reggaeton', 'latin']"
63,28,Agust D,1856654,['k-rap']
64,28 Liter,Apache 207,791758,['german hip hop']
65,2:50 Remix,MYA,15422267,"['neo soul', 'hip hop', 'pop r&b', 'dance pop', 'r&b', 'urban contemporary', 'pop rap', 'hip pop']"
66,2U (feat. Justin Bieber),David Guetta,412343233,"['pop dance', 'pop', 'dance pop', 'big room', 'edm']"
67,2ollipop,tha Supreme,757936,"['trap italiana', 'italian hip hop', 'italian pop']"
68,3 A.M.,Jesse & Joy,81995004,['modern alternative pop']
69,3 Batidas - Ao Vivo,Guilherme & Benuto,601352,"['pagode', 'axe', 'samba reggae', 'samba', 'sertanejo']"
70,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,2095653,"['chicago rap', 'hip hop', 'rap', 'drill', 'trap', 'chicago drill']"
71,3 Nights,Dominic Fike,303526966,"['pop', 'pop rap', 'alternative pop rock']"
72,30 (feat. Bizzy Banks),Pop Smoke,2289517,['brooklyn drill']
73,305,Shawn Mendes,1098549,"['pop', 'dance pop', 'canadian pop', 'viral pop', 'post-teen pop']"
74,31 DAYS,Future,644434,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
75,34+35,Ariana Grande,440767315,"['post-teen pop', 'pop', 'dance pop']"
76,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande,44427397,"['post-teen pop', 'pop', 'dance pop']"
77,365,Zedd,48293521,"['pop dance', 'complextro', 'electropop', 'pop', 'dance pop', 'tropical house', 'electro house', 'german techno', 'post-teen pop', 'edm']"
78,365 Tage,Samra,830642,['german hip hop']
79,3am,Halsey,1004137,"['indie poptimism', 'electropop', 'pop', 'dance pop', 'post-teen pop', 'etherpop']"
80,4 AM,2 Chainz,52816005,"['southern hip hop', 'hip hop', 'atl hip hop', 'rap', 'gangster rap', 'trap', 'pop rap']"
81,4 Da Kidz,Kid Cudi,2214666,"['ohio hip hop', 'rap', 'pop rap', 'hip hop']"
82,44 BullDog,Pop Smoke,9118762,['brooklyn drill']
83,44 More,Logic,56188872,"['conscious hip hop', 'hip hop', 'rap', 'pop rap', 'dmv rap']"
84,4422,Drake,29035759,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
85,444+222,Lil Uzi Vert,9524658,"['rap', 'trap', 'melodic rap', 'philly rap']"
86,4L,21 Savage,842608,"['trap', 'rap', 'atl hip hop', 'hip hop']"
87,4pm in Calabasas,Drake,1637770,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
88,4th Dimension,KIDS SEE GHOSTS,12886814,"['underground hip hop', 'rap', 'hip hop']"
89,5 Am in Toronto,Drake,1629565,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
90,5 in the Morning,Charli XCX,651096,"['metropopolis', 'candy pop', 'electropop', 'hyperpop', 'pop', 'dance pop', 'uk pop', 'art pop', 'post-teen pop']"
91,5% TINT,Travis Scott,17957104,"['slap house', 'rap']"
92,500 PS,Bonez MC,22362303,"['german hip hop', 'hamburg hip hop']"
93,505,Arctic Monkeys,1338010,"['rock', 'garage rock', 'permanent wave', 'modern rock', 'sheffield indie']"
94,512,Mora,37526580,"['trap latino', 'reggaeton']"
95,5200,ScHoolboy Q,815137,"['southern hip hop', 'hip hop', 'rap', 'gangster rap', 'underground hip hop', 'trap', 'pop rap']"
96,5G,Booba,792697,"['francoton', 'french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient']"
97,6 AM,Sfera Ebbasta,1011357,"['trap italiana', 'italian hip hop', 'italian pop']"
98,6 Inch (feat. The Weeknd),Beyoncé,3220811,"['post-teen pop', 'r&b', 'pop', 'dance pop']"
99,6 Kiss,Trippie Redd,13480663,"['trap', 'melodic rap', 'rap']"
100,6 Summers,Anderson .Paak,738419,['escape room']
101,65th & Ingleside,Chance the Rapper,4203314,"['conscious hip hop', 'chicago rap', 'hip hop', 'rap', 'pop rap']"
102,66,Lil Yachty,27152323,"['hip hop', 'atl hip hop', 'melodic rap', 'rap', 'viral rap', 'underground hip hop', 'trap']"
103,7,Ufo361,1503933,"['german hip hop', 'german cloud rap']"
104,7 Am Freestyle,Future,947551,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
105,7 Minutes,Dean Lewis,11283105,"['pop', 'indie cafe pop', 'post-teen pop', 'australian pop', 'pop rock']"
106,7 Summers,Morgan Wallen,31582954,['contemporary country']
107,7 Years,Lukas Graham,73289612,"['scandipop', 'danish pop', 'pop']"
108,7 rings,Ariana Grande,1409039403,"['post-teen pop', 'pop', 'dance pop']"
109,7 rings (feat. 2 Chainz) - Remix,Ariana Grande,765354,"['post-teen pop', 'pop', 'dance pop']"
110,777,Joji,851428,"['alternative r&b', 'viral pop']"
111,777-666,Matuê,2119736,"['rap cearense', 'r&b brasileiro', 'trap brasileiro']"
112,7empest,TOOL,923777,"['progressive rock', 'rock', 'alternative rock', 'art rock', 'alternative metal', 'progressive metal', 'nu metal']"
113,8,Billie Eilish,34732688,"['electropop', 'pop']"
114,8 Days of Christmas,Destiny's Child,8118548,"['girl group', 'pop', 'dance pop', 'r&b', 'urban contemporary', 'hip pop']"
115,8 Letters,Why Don't We,30143110,"['pop', 'dance pop', 'boy band', 'post-teen pop', 'teen pop']"
116,8 Out Of 10,Drake,39565074,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
117,8-Ball (feat. Kid Cudi),Pop Smoke,1057865,['brooklyn drill']
118,865,Morgan Wallen,3293502,['contemporary country']
119,9 5 . s o u t h,J. Cole,17975418,"['rap', 'conscious hip hop', 'north carolina hip hop', 'hip hop']"
120,9.13,Khalid,1094556,['pop']
121,90-60-111,Shirin David,5326982,"['frauenrap', 'german pop', 'german hip hop']"
122,90MIN,Salmo,2824330,"['italian underground hip hop', 'italian hip hop', 'rap sardegna']"
123,91's,PNL,2897906,"['pop urbaine', 'french hip hop']"
124,911,Damso,894743,"['belgian hip hop', 'french hip hop', 'rap belge', 'pop urbaine', 'rap conscient']"
125,911,Lady Gaga,11441000,"['post-teen pop', 'pop', 'dance pop']"
126,911,Sech,156225082,"['panamanian pop', 'trap latino', 'reggaeton', 'latin']"
127,911 - Remix,Sech,7828873,"['panamanian pop', 'trap latino', 'reggaeton', 'latin']"
128,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",6188383,"['rap', 'hip hop']"
129,92 Explorer,Post Malone,59258781,"['dfw rap', 'melodic rap', 'rap']"
130,<3,Bad Bunny,18896754,"['trap latino', 'reggaeton', 'latin']"
131,@ MEH,Playboi Carti,21774952,"['trap', 'rap', 'atl hip hop', 'plugg']"
132,A BOY IS A GUN*,"Tyler, The Creator",10230984,"['rap', 'hip hop']"
133,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],BTS,4383131,"['k-pop', 'k-pop boy group']"
134,A Different Way (with Lauv),DJ Snake,91337357,"['pop dance', 'pop', 'dance pop', 'electronic trap', 'edm', 'pop rap']"
135,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,38813381,"['sertanejo', 'sertanejo universitario']"
136,A Good Night,John Legend,882113,"['neo soul', 'pop', 'r&b', 'urban contemporary', 'pop soul']"
137,A Holly Jolly Christmas,Brett Eldredge,823961,"['country', 'country road', 'contemporary country', 'modern country rock']"
138,A Holly Jolly Christmas - Single Version,Burl Ives,133071571,"['adult standards', 'american folk revival']"
139,A L I E N S,Coldplay,1311283,"['permanent wave', 'pop']"
140,A Lie,French Montana,5427002,"['southern hip hop', 'hip hop', 'rap', 'gangster rap', 'trap', 'pop rap']"
141,A Million Dreams,P!nk,695050,"['post-teen pop', 'pop', 'dance pop']"
142,A Million Dreams,Ziv Zaifman,55334886,['show tunes']
143,A Million Dreams (Reprise),Austyn Johnson,506561,['show tunes']
144,A Nightmare on My Street,DJ Jazzy Jeff & The Fresh Prince,618623,"['alternative hip hop', 'east coast hip hop', 'hip hop']"
145,A Place for My Head,Linkin Park,788758,"['alternative metal', 'rap metal', 'post-grunge', 'nu metal']"
146,A Sweeter Place (feat. Kid Cudi),Selena Gomez,2878031,"['post-teen pop', 'pop', 'dance pop']"
147,A Thousand Bad Times,Post Malone,48936256,"['dfw rap', 'melodic rap', 'rap']"
148,A Thousand Years,Christina Perri,3821946,"['neo mellow', 'pop', 'dance pop', 'viral pop', 'post-teen pop', 'pop rock']"
149,A Tu Merced,Bad Bunny,71970076,"['trap latino', 'reggaeton', 'latin']"
150,A Un Passo Dalla Luna,Rocco Hunt,1940408,"['pop virale italiano', 'rap napoletano', 'italian hip hop', 'italian pop']"
151,A Violent Noise,The xx,1045460,"['dream pop', 'indietronica', 'downtempo']"
152,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,83040132,"['post-teen pop', 'pop', 'dance pop', 'uk pop']"
153,A l'Ammoniaque,PNL,1881136,"['pop urbaine', 'french hip hop']"
154,A$AP Forever (feat. Moby),A$AP Rocky,18083336,"['trap', 'rap', 'east coast hip hop', 'hip hop']"
155,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",A$AP Rocky,5494946,"['trap', 'rap', 'east coast hip hop', 'hip hop']"
156,A.L.L.T.Y. 3,Trippie Redd,772644,"['trap', 'melodic rap', 'rap']"
157,ADDYS (feat. Nechie),Gunna,790069,"['hip hop', 'atl hip hop', 'melodic rap', 'rap', 'trap']"
158,ADMV,Maluma,16364436,"['reggaeton', 'reggaeton colombiano', 'latin']"
159,"ALONE, PART 3",XXXTENTACION,12238320,"['miami hip hop', 'emo rap']"
160,ALWAYS DO,The Kid LAROI,17852103,['australian hip hop']
161,ALÔ AMBEV - funk remix,DJ Lucas Beat,773342,"['funk carioca', 'sertanejo pop']"
162,AM,Nio Garcia,103525306,"['trap latino', 'reggaeton', 'latin']"
163,AM Remix,Nio Garcia,46946823,"['trap latino', 'reggaeton', 'latin']"
164,AMAZING GRACE,DaBaby,900823,"['rap', 'north carolina hip hop']"
165,ANGELS & DEMONS,jxdn,2790726,"['social media pop', 'rock', 'alt z', 'emo rap', 'modern rock', 'pop', 'melodic rap', 'pop punk', 'pop rap', 'sad rap']"
166,ANTES QUE SE ACABE,Bad Bunny,12175262,"['trap latino', 'reggaeton', 'latin']"
167,AP - Music from the film Boogie,Pop Smoke,13487647,['brooklyn drill']
168,APESHIT,The Carters,76440853,"['pop', 'dance pop', 'r&b', 'urban contemporary', 'pop rap']"
169,APPARTENGO - Il sangue (feat. Massimo Pericolo),Marracash,826881,"['italian underground hip hop', 'rap napoletano', 'italian hip hop', 'italian pop']"
170,ARE WE STILL FRIENDS?,"Tyler, The Creator",5152508,"['rap', 'hip hop']"
171,ARGENTINA,Gunna,1791727,"['hip hop', 'atl hip hop', 'melodic rap', 'rap', 'trap']"
172,ASTROTHUNDER,Travis Scott,14685636,"['slap house', 'rap']"
173,ATM,J. Cole,41872028,"['rap', 'conscious hip hop', 'north carolina hip hop', 'hip hop']"
174,AUSLÄNDER,Rammstein,1733858,"['industrial', 'industrial metal', 'german metal', 'neue deutsche harte', 'alternative metal', 'industrial rock', 'nu metal']"
175,AYA,Murda,5967682,"['turkish trap', 'basshall']"
176,Abracadabra (feat. Future),Sfera Ebbasta,2680684,"['trap italiana', 'italian hip hop', 'italian pop']"
177,Accelerate (feat. Ty Dolla $ign & 2 Chainz),Christina Aguilera,873350,"['post-teen pop', 'pop', 'dance pop', 'pop rap']"
178,Adam and Eve,Nas,1873302,"['queens hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop', 'hardcore hip hop', 'rap', 'gangster rap']"
179,Adan y Eva,Paulo Londra,440769331,"['argentine hip hop', 'trap latino', 'trap argentino']"
180,Addicted To You,Avicii,2838311,"['edm', 'pop dance', 'dance pop', 'pop']"
181,Además de Mí - Remix,Rusherking,31696289,"['trap triste', 'trap argentino']"
182,Adictiva,Daddy Yankee,197535058,"['latin hip hop', 'trap latino', 'reggaeton', 'latin']"
183,Adicto (with Anuel AA & Ozuna),Tainy,285634300,"['latin hip hop', 'latin pop', 'trap latino', 'pop reggaeton', 'reggaeton flow', 'reggaeton', 'latin']"
184,Adore You,Harry Styles,815357156,"['post-teen pop', 'pop']"
185,Adriana,RAF Camora,3731790,['german hip hop']
186,Adventure of a Lifetime,Coldplay,1081847,"['permanent wave', 'pop']"
187,Affalterbach,Shindy,10501134,['german hip hop']
188,AfricAryaN,Logic,1133431,"['conscious hip hop', 'hip hop', 'rap', 'pop rap', 'dmv rap']"
189,Africa,TOTO,292507564,"['rock', 'soft rock', 'classic rock', 'mellow gold', 'yacht rock', 'album rock']"
190,After Dark,Drake,26536397,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
191,After Dark (feat. Static Major & Ty Dolla $ign),Drake,617991,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
192,After Hours,The Weeknd,164262871,"['canadian pop', 'canadian contemporary r&b', 'pop']"
193,After Party,Don Toliver,202710377,"['trap', 'rap']"
194,Afterglow,Ed Sheeran,154100045,"['pop', 'uk pop']"
195,Afterglow,Taylor Swift,13338610,"['post-teen pop', 'pop']"
196,Afterthought,Joji,3217042,"['alternative r&b', 'viral pop']"
197,Again (feat. XXXTENTACION),Noah Cyrus,4178163,"['post-teen pop', 'pop', 'dance pop', 'alt z']"
198,Agora Vai Sentar,MC's Jhowzinho & Kadinho,4732100,"[""that one doesn't seem to be on any of these maps yet."", 'Sorry']"
199,Agora é Tudo Meu,DENNIS,12425142,"['funk carioca', 'brazilian edm', 'funk das antigas']"
200,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,191008304,"['latin hip hop', 'latin pop', 'trap latino', 'pop reggaeton', 'reggaeton flow', 'reggaeton', 'latin']"
201,Agua de Jamaica,Maluma,10620428,"['reggaeton', 'reggaeton colombiano', 'latin']"
202,Ahora,J Balvin,67153124,"['trap latino', 'reggaeton', 'reggaeton colombiano', 'latin']"
203,Ahora Dice,Chris Jedi,270163279,"['reggaeton flow', 'trap latino', 'reggaeton', 'latin']"
204,Ahora Me Llama,KAROL G,44575787,"['trap latino', 'reggaeton', 'reggaeton colombiano', 'latin']"
205,Aim For The Moon (feat. Quavo),Pop Smoke,11676060,['brooklyn drill']
206,Ain't A Thing (feat. Bonn),Avicii,977771,"['edm', 'pop dance', 'dance pop', 'pop']"
207,Ain't It Different (feat. AJ Tracey & Stormzy),Headie One,19092160,['uk hip hop']
208,Ain't Livin Right (feat. Gunna),Future,718044,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
209,Ain't My Fault,Zara Larsson,14380213,"['swedish pop', 'pop dance', 'electropop', 'pop', 'dance pop', 'scandipop', 'tropical house', 'swedish electropop', 'post-teen pop', 'edm']"
210,Ain't No Mountain High Enough,Marvin Gaye,2868101,"['classic soul', 'soul', 'motown', 'indie r&b', 'northern soul', 'funk', 'quiet storm']"
211,Ain't No Sunshine,Bill Withers,2542831,"['funk', 'quiet storm', 'soul', 'motown']"
212,Ain't Shit,Doja Cat,26474588,"['pop', 'dance pop']"
213,Ain't Talkin' 'Bout Love - 2015 Remaster,Van Halen,810273,"['rock', 'hard rock', 'metal', 'classic rock', 'album rock']"
214,Airplane pt.2,BTS,9962623,"['k-pop', 'k-pop boy group']"
215,Airwaves,Pashanim,23600968,"['german hip hop', 'german trap', 'german drill', 'german alternative rap']"
216,Alane,Robin Schulz,45583690,"['pop dance', 'german dance', 'tropical house', 'pop', 'dance pop', 'deep euro house', 'deep house', 'edm']"
217,Alarm,Anne-Marie,3518987,"['pop dance', 'pop', 'dance pop', 'tropical house', 'uk pop', 'post-teen pop']"
218,Album of the Year - Freestyle,J. Cole,4592798,"['rap', 'conscious hip hop', 'north carolina hip hop', 'hip hop']"
219,Alcohol-Free,TWICE,10149319,"['k-pop girl group', 'k-pop']"
220,Alfred - Interlude,Eminem,6480928,"['rap', 'detroit hip hop', 'hip hop']"
221,Alfred - Outro,Eminem,1967538,"['rap', 'detroit hip hop', 'hip hop']"
222,Alfred’s Theme,Eminem,1194973,"['rap', 'detroit hip hop', 'hip hop']"
223,Algorhythm,Childish Gambino,1491973,"['pop rap', 'rap', 'atl hip hop', 'hip hop']"
224,Alguien Robo,Sebastian Yatra,87551626,"['reggaeton', 'colombian pop', 'reggaeton colombiano', 'latin']"
225,Alice,Lady Gaga,10682951,"['post-teen pop', 'pop', 'dance pop']"
226,Alien,Sabrina Carpenter,14043544,"['alt z', 'electropop', 'pop', 'dance pop', 'viral pop', 'post-teen pop']"
227,Alive,Khalid,877271,['pop']
228,All Around Me,Justin Bieber,8779823,"['post-teen pop', 'canadian pop', 'pop']"
229,All Around The World (La La La),R3HAB,105576121,"['pop dance', 'pop', 'tropical house', 'dance pop', 'progressive electro house', 'electro house', 'slap house', 'edm', 'dutch house']"
230,All Ass,Migos,432265,"['trap', 'rap', 'atl hip hop', 'pop rap']"
231,All Bad (feat. Lil Uzi Vert),Future,4424197,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
232,All Day And Night,Jax Jones,3251116,"['pop dance', 'house', 'pop', 'tropical house', 'dance pop', 'electro house', 'post-teen pop', 'edm', 'pop rap', 'uk dance']"
233,All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,50480346,"['pop dance', 'house', 'pop', 'tropical house', 'dance pop', 'electro house', 'post-teen pop', 'edm', 'pop rap', 'uk dance']"
234,All Day Long,Chance the Rapper,3310717,"['conscious hip hop', 'chicago rap', 'hip hop', 'rap', 'pop rap']"
235,All Eyes On Me,Bo Burnham,7326150,['comic']
236,All Falls Down,Alan Walker,991321,"['electro house', 'pop dance']"
237,All Falls Down (feat. Juliander),Alan Walker,163822447,"['electro house', 'pop dance']"
238,All For Me,Trippie Redd,691227,"['trap', 'melodic rap', 'rap']"
239,All For Us - from the HBO Original Series Euphoria,Labrinth,10023057,"['indie poptimism', 'pop']"
240,All Girls Are The Same,Juice WRLD,497823874,"['melodic rap', 'chicago rap']"
241,All I Am,Jess Glynne,35038395,"['pop dance', 'pop', 'dance pop', 'tropical house', 'uk pop', 'post-teen pop', 'australian pop']"
242,All I Can Think About Is You,Coldplay,1748051,"['permanent wave', 'pop']"
243,All I Know So Far,P!nk,920835,"['post-teen pop', 'pop', 'dance pop']"
244,All I Need,Joakim Lundell,3416261,['swedish pop']
245,All I Want (For Christmas),Liam Payne,6680388,"['post-teen pop', 'pop', 'dance pop']"
246,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,51732245,['pop']
247,All I Want For Christmas (Is My Two Front Teeth) - Remastered,Nat King Cole Trio,3573352,"['adult standards', 'swing', 'big band', 'vocal jazz', 'lounge']"
248,All I Want for Christmas Is You,Mariah Carey,626102618,"['r&b', 'pop', 'dance pop', 'urban contemporary']"
249,All I Want for Christmas Is You,Michael Bublé,11159372,"['adult standards', 'lounge', 'jazz pop', 'canadian pop']"
250,All In,Lil Baby,1460726,"['trap', 'atl trap', 'rap', 'atl hip hop']"
251,All Mine,Kanye West,115155282,"['rap', 'chicago rap']"
252,All My Love (feat. Conor Maynard),Cash Cash,25737597,"['indie poptimism', 'pop dance', 'pop edm', 'electropowerpop', 'electropop', 'pop', 'tropical house', 'dance pop', 'electro house', 'edm']"
253,All Night,Beyoncé,1925174,"['post-teen pop', 'r&b', 'pop', 'dance pop']"
254,All Night,Steve Aoki,4871889,"['pop dance', 'pop', 'dance pop', 'tropical house', 'electro house', 'edm']"
255,All Night,The Vamps,184798258,"['post-teen pop', 'pop', 'dance pop', 'boy band']"
256,All Night (BTS World Original Soundtrack) [Pt. 3],BTS,1921011,"['k-pop', 'k-pop boy group']"
257,All Night (feat. Knox Fortune),Chance the Rapper,23131219,"['conscious hip hop', 'chicago rap', 'hip hop', 'rap', 'pop rap']"
258,All The Stars (with SZA),Kendrick Lamar,499797349,"['west coast rap', 'rap', 'conscious hip hop', 'hip hop']"
259,All These Years,Camila Cabello,5469620,"['post-teen pop', 'pop', 'dance pop', 'electropop']"
260,All Time Low,Jon Bellion,160024778,['pop rap']
261,All We Got (feat. KIDDO),Robin Schulz,71995362,"['pop dance', 'german dance', 'tropical house', 'pop', 'dance pop', 'deep euro house', 'deep house', 'edm']"
262,All We Got (feat. Kanye West & Chicago Children's Choir),Chance the Rapper,906672,"['conscious hip hop', 'chicago rap', 'hip hop', 'rap', 'pop rap']"
263,All We Know,The Chainsmokers,105579951,"['pop dance', 'electropop', 'pop', 'tropical house', 'dance pop', 'edm']"
264,All da Smoke,Future,601775,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
265,All of Me,John Legend,549237007,"['neo soul', 'pop', 'r&b', 'urban contemporary', 'pop soul']"
266,All the Time,Zara Larsson,4180245,"['swedish pop', 'pop dance', 'electropop', 'pop', 'dance pop', 'scandipop', 'tropical house', 'swedish electropop', 'post-teen pop', 'edm']"
267,Allah’ından Bul,Ezhel,2063654,"['turkish trap', 'turkish hip hop']"
268,Alleen,KC Rebell,6145928,"['german hip hop', 'german drill']"
269,Allein,Capital Bra,666187,['german hip hop']
270,Allein sein,Ufo361,2380672,"['german hip hop', 'german cloud rap']"
271,Allenamento #4,Capo Plaza,1227269,"['trap italiana', 'italian hip hop']"
272,Allergic,Post Malone,35996204,"['dfw rap', 'melodic rap', 'rap']"
273,Almeda,Solange,2735112,"['neo soul', 'afrofuturism', 'escape room', 'alternative r&b', 'pop', 'dance pop', 'r&b', 'indie soul', 'urban contemporary', 'hip pop']"
274,Almost (Sweet Music),Hozier,14994906,"['irish singer-songwriter', 'pop', 'modern rock']"
275,Alocao (With Bad Gyal),Omar Montes,12219733,"['urbano espanol', 'flamenco urbano']"
276,Aloha,Maluma,38029423,"['reggaeton', 'reggaeton colombiano', 'latin']"
277,Alone,Alan Walker,101460884,"['electro house', 'pop dance']"
278,Alone,Marshmello,15069185,"['pop dance', 'pop', 'progressive electro house', 'edm', 'brostep']"
279,Alone Again,The Weeknd,23129641,"['canadian pop', 'canadian contemporary r&b', 'pop']"
280,"Alone, Pt. II",Alan Walker,107668921,"['electro house', 'pop dance']"
281,Alright,Kendrick Lamar,2885202,"['west coast rap', 'rap', 'conscious hip hop', 'hip hop']"
282,Alunissons,Nekfeu,836561,"['pop urbaine', 'french hip hop', 'rap conscient']"
283,Always Been You,Shawn Mendes,1091266,"['pop', 'dance pop', 'canadian pop', 'viral pop', 'post-teen pop']"
284,Always Forever,Bryson Tiller,1187022,"['pop', 'kentucky hip hop', 'r&b', 'rap', 'trap', 'pop rap']"
285,Always Remember Us This Way,Lady Gaga,256001542,"['post-teen pop', 'pop', 'dance pop']"
286,Alô Ambev (Segue Sua Vida) - Ao Vivo,Zé Neto & Cristiano,22850593,"[""that one doesn't seem to be on any of these maps yet."", 'Sorry']"
287,Amanece,Anuel AA,215771143,"['trap boricua', 'trap latino', 'reggaeton flow', 'reggaeton', 'latin']"
288,Amantes de una Noche,Natti Natasha,2125248,"['latin pop', 'trap latino', 'rap latina', 'reggaeton', 'latin']"
289,Amantes y Amigos,Arcangel,1425676,"['latin hip hop', 'trap latino', 'reggaeton', 'latin']"
290,Amar Pelos Dois,Salvador Sobral,1260246,['portuguese pop']
291,Amarillo,J Balvin,156401991,"['trap latino', 'reggaeton', 'reggaeton colombiano', 'latin']"
292,Amazing Grace,Andrew Andraos,915291,"['toronto rap', 'ottawa rap']"
293,Amazing Grace (My Chains Are Gone),Pentatonix,2771379,['a cappella']
294,Ambiente,J Balvin,52841492,"['trap latino', 'reggaeton', 'reggaeton colombiano', 'latin']"
295,America,Logic,1496936,"['conscious hip hop', 'hip hop', 'rap', 'pop rap', 'dmv rap']"
296,American Girl,Tom Petty and the Heartbreakers,868276,"['heartland rock', 'rock', 'folk rock', 'pop rock', 'soft rock', 'hard rock', 'roots rock', 'classic rock', 'mellow gold', 'album rock']"
297,American Sports,Arctic Monkeys,3831387,"['rock', 'garage rock', 'permanent wave', 'modern rock', 'sheffield indie']"
298,Amigos Con Derechos,Reik,146464915,"['latin arena pop', 'latin pop', 'mexican pop', 'latin']"
299,Amor Falso,Aldair Playboy,6981926,"['brega romantico', 'brega funk', 'forro de favela', 'funk carioca', 'batidao romantico']"
300,Amor Genuino,Ozuna,22783592,"['trap latino', 'puerto rican pop', 'reggaeton', 'latin']"
301,Amor da Despedida,Os Barões Da Pisadinha,2443670,"['piseiro', 'forro']"
302,Amor de Verdade,MC Kekel,2936451,"['funk carioca', 'funk ostentacao', 'funk consciente', 'funk paulista']"
303,Amor ou o Litrão,Petter Ferraz,13299595,"['piseiro', 'sertanejo pop', 'forro', 'forro de favela', 'funk carioca']"
304,Amorfoda,Bad Bunny,156414720,"['trap latino', 'reggaeton', 'latin']"
305,Anaranjado,Jowell & Randy,19760108,"['latin hip hop', 'reggaeton', 'perreo', 'reggaeton flow']"
306,Andas En Mi Cabeza,Chino & Nacho,43251562,['tamaulipas rap']
307,Andere Welt,Capital Bra,4357947,['german hip hop']
